name	type	units	low_cutoff	high_cutoff	sampling_frequency	side	soz_region
LO1	SEEG	µV	0.0	500.0	1000.0	L	0
LO2	SEEG	µV	0.0	500.0	1000.0	L	0
LO3	SEEG	µV	0.0	500.0	1000.0	L	0
LO4	SEEG	µV	0.0	500.0	1000.0	L	0
LO5	SEEG	µV	0.0	500.0	1000.0	L	0
LO6	SEEG	µV	0.0	500.0	1000.0	L	0
LO7	SEEG	µV	0.0	500.0	1000.0	L	0
RIO1	SEEG	µV	0.0	500.0	1000.0	R	1
RIO2	SEEG	µV	0.0	500.0	1000.0	R	1
RIO3	SEEG	µV	0.0	500.0	1000.0	R	1
RIO4	SEEG	µV	0.0	500.0	1000.0	R	1
RIO5	SEEG	µV	0.0	500.0	1000.0	R	1
RIO6	SEEG	µV	0.0	500.0	1000.0	R	1
RIO7	SEEG	µV	0.0	500.0	1000.0	R	1
RIO8	SEEG	µV	0.0	500.0	1000.0	R	1
RIOp1	SEEG	µV	0.0	500.0	1000.0	R	1
RIOp2	SEEG	µV	0.0	500.0	1000.0	R	1
RIOp3	SEEG	µV	0.0	500.0	1000.0	R	1
RIOp4	SEEG	µV	0.0	500.0	1000.0	R	1
RIOp5	SEEG	µV	0.0	500.0	1000.0	R	1
RIOp6	SEEG	µV	0.0	500.0	1000.0	R	1
RIOp7	SEEG	µV	0.0	500.0	1000.0	R	1
RMH1	SEEG	µV	0.0	500.0	1000.0	R	1
RMH2	SEEG	µV	0.0	500.0	1000.0	R	1
RMH3	SEEG	µV	0.0	500.0	1000.0	R	1
RMH4	SEEG	µV	0.0	500.0	1000.0	R	1
RMH5	SEEG	µV	0.0	500.0	1000.0	R	1
RMH6	SEEG	µV	0.0	500.0	1000.0	R	1
RMH7	SEEG	µV	0.0	500.0	1000.0	R	1
RMO1	SEEG	µV	0.0	500.0	1000.0	R	1
RMO2	SEEG	µV	0.0	500.0	1000.0	R	1
RMO3	SEEG	µV	0.0	500.0	1000.0	R	1
RMO4	SEEG	µV	0.0	500.0	1000.0	R	1
RMO5	SEEG	µV	0.0	500.0	1000.0	R	1
RMO6	SEEG	µV	0.0	500.0	1000.0	R	1
RMO7	SEEG	µV	0.0	500.0	1000.0	R	1
RMO8	SEEG	µV	0.0	500.0	1000.0	R	1
RPO1	SEEG	µV	0.0	500.0	1000.0	R	1
RPO2	SEEG	µV	0.0	500.0	1000.0	R	1
RPO3	SEEG	µV	0.0	500.0	1000.0	R	1
RPO4	SEEG	µV	0.0	500.0	1000.0	R	1
RPO5	SEEG	µV	0.0	500.0	1000.0	R	1
RPO6	SEEG	µV	0.0	500.0	1000.0	R	1
RPO7	SEEG	µV	0.0	500.0	1000.0	R	1
RSO1	SEEG	µV	0.0	500.0	1000.0	R	1
RSO2	SEEG	µV	0.0	500.0	1000.0	R	1
RSO3	SEEG	µV	0.0	500.0	1000.0	R	1
RSO4	SEEG	µV	0.0	500.0	1000.0	R	1
RSO5	SEEG	µV	0.0	500.0	1000.0	R	1
RSO6	SEEG	µV	0.0	500.0	1000.0	R	1
RSO7	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP1	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP2	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP3	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP4	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP5	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP6	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP7	SEEG	µV	0.0	500.0	1000.0	R	1
RTOP8	SEEG	µV	0.0	500.0	1000.0	R	1
RTp1	SEEG	µV	0.0	500.0	1000.0	R	1
RTp2	SEEG	µV	0.0	500.0	1000.0	R	1
RTp3	SEEG	µV	0.0	500.0	1000.0	R	1
RTp4	SEEG	µV	0.0	500.0	1000.0	R	1
RTp5	SEEG	µV	0.0	500.0	1000.0	R	1
RTp6	SEEG	µV	0.0	500.0	1000.0	R	1
RTp7	SEEG	µV	0.0	500.0	1000.0	R	1
RTp8	SEEG	µV	0.0	500.0	1000.0	R	1
